atc,name,dc_code,other_code
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0342882
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0020443
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0010068
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0020479
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0020557
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0038454
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0473527
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0003850
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C1282512
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0342881
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020474
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020443
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0010068
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020479
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020557
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0038454
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0473527
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0003850
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C1282512
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0342881
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0020474
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0342882
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0010068
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0020479
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0020557
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0038454
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0473527
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0003850
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C1282512
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0342881
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0020474
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0342882
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0020443
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0010068
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0020557
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0038454
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0473527
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0003850
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C1282512
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0342881
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0020474
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0342882
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0020443
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0010068
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0020479
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C0085612
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C2316460
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C0750197
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C0004238
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0024530
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0085612
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0750197
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0004238
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0020428
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0023890
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0003962
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C1384514
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0264716
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0013604
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0085580
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0027726
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C1514284
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0018802
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0020538
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0023890
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0003962
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C1384514
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0264716
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0013604
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0085580
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0027726
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C1514284
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0018802
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0020538
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0020428
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0023890
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C1384514
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0264716
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0013604
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0085580
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0027726
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C1514284
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0018802
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0020538
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0020428
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0023890
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0003962
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C1384514
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0013604
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0085580
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0027726
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C1514284
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0018802
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0020538
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0020428
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0023890
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0003962
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C1384514
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0264716
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0085580
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0027726
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C1514284
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0018802
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C0264716,C0038454
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C0264716,C0018801
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C0264716,C0020538
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C0264716,C1997351
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C0264716,C0027051
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C0264716,C0007820
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C1997351,C0038454
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C1997351,C0018801
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C1997351,C0020538
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C1997351,C0264716
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C1997351,C0027051
C09DX04,"valsartan and sacubitril                                                                                                                                                                                                                                  ",C1997351,C0007820
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0003850
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0342881
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0020474
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0342882
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0020443
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0020479
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0038454,C0020557
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0038454
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0342881
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0020474
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0342882
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0020443
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0020479
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0003850,C0020557
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0038454
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0003850
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0342881
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0342882
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0020443
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0020479
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020474,C0020557
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0038454
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0003850
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0342881
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0020474
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0020443
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0020479
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0342882,C0020557
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0038454
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0003850
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0342881
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0020474
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0342882
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0020479
C10AA07,"rosuvastatin                                                                                                                                                                                                                                              ",C0020443,C0020557
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0038454
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0020538
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0011881
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0011860
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0149721
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0700225
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0027051
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0455527
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0033687
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0007820
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0745138,C0022658
C09CA01,"losartan                                                                                                                                                                                                                                                  ",C0011881,C0038454
